date,time,code,FORCE_POS_1,FORCE_POS_2
2025-01-13,17:13:34,302693.07/250113-171255,44.8,67.5
2025-01-13,17:19:36,302693.07/250113-171906,47.8,71.2
2025-01-13,17:28:15,302693.07/250113-172753,49.2,71.4
2025-01-13,17:28:42,302693.07/250113-172808,45.9,68.3
2025-01-13,17:35:35,302693.07/250113-173442,49.1,71.4
2025-01-13,18:04:40,302693.07/250113-180412,53.2,76.9
2025-01-13,18:12:02,302693.07/250113-181138,52.9,76.6
2025-01-13,18:13:35,302693.07/250113-181305,54.0,77.8
2025-01-13,18:38:18,302693.07/250113-183712,47.7,70.0
2025-01-13,19:10:39,302693.07/250113-191017,0.3,0.0
2025-01-13,19:53:44,302693.07/250113-195302,45.7,68.4
2025-01-13,20:01:18,302693.07/250113-200046,46.3,68.9
2025-01-13,20:12:09,302693.07/250113-201125,44.9,67.6
2025-01-13,20:15:15,302693.07/250113-201439,0.1,0.0
2025-01-13,20:17:55,302693.07/250113-201658,54.2,77.2
2025-01-13,21:00:27,302693.07/250113-210003,49.0,71.3
2025-01-13,22:23:33,302693.07/250113-222310,0.2,0.0
2025-01-13,22:51:44,302693.07/250113-225114,54.2,77.1
2025-01-13,22:53:05,302693.07/250113-225235,48.7,71.2
2025-01-13,22:56:55,302693.07/250113-225634,0.6,0.0
2025-01-13,23:34:43,302693.07/250113-233416,0.2,0.0
2025-01-14,00:32:32,302693.07/250113-003209,0.1,0.0
2025-01-14,00:47:40,302693.07/250113-004648,49.0,71.4
2025-01-14,00:52:22,302693.07/250113-005157,0.1,0.0
2025-01-14,00:56:44,302693.07/250113-005532,49.4,71.4
2025-01-14,00:57:44,302693.07/250113-005719,46.7,69.1
2025-01-14,00:58:59,302693.07/250113-005757,46.7,68.5
2025-01-14,01:00:58,302693.07/250113-010030,45.5,68.0
2025-01-14,01:28:17,302693.07/250113-012756,48.4,70.8
2025-01-14,01:32:58,302693.07/250113-013225,48.2,70.5
2025-01-14,01:35:48,302693.07/250113-013525,42.8,65.1
2025-01-14,02:05:41,302693.07/250113-020520,0.3,0.0
2025-01-14,02:14:32,302693.07/250113-020921,0.1,0.0
2025-01-14,02:34:46,302693.07/250113-023045,46.1,68.9
2025-01-14,02:54:01,302693.07/250113-025340,0.3,0.0
2025-01-14,02:54:34,302693.07/250113-025405,46.2,68.8
2025-01-14,03:40:31,302693.07/250113-034002,0.2,0.0
2025-01-14,03:40:51,302693.07/250113-034021,47.1,69.4
2025-01-14,03:49:04,302693.07/250113-034846,45.7,68.6
2025-01-14,03:51:25,302693.07/250113-035100,0.2,0.0
2025-01-14,04:08:13,302693.07/250113-040752,45.7,68.5
2025-01-14,04:12:12,302693.07/250113-041151,45.5,20.6
2025-01-14,04:14:08,302693.07/250113-041307,46.0,68.7
2025-01-14,04:18:31,302693.07/250113-041801,46.4,69.1
2025-01-14,04:20:51,302693.07/250113-042019,46.1,68.6
2025-01-14,04:21:16,302693.07/250113-042056,0.1,0.0
2025-01-14,04:38:14,302693.07/250113-043752,47.5,70.1
2025-01-14,04:39:06,302693.07/250113-043832,45.5,68.3
2025-01-14,04:40:13,302693.07/250113-043852,44.9,0.0
2025-01-14,04:43:25,302693.07/250113-044301,46.6,68.9
2025-01-14,04:51:27,302693.07/250113-045106,49.0,71.4
2025-01-14,05:00:48,302693.07/250113-045958,46.2,70.0
2025-01-14,05:02:55,302693.07/250113-050229,45.6,68.1
2025-01-17,08:06:22,302693.07/250117-080355,45.9,66.5
2025-01-17,08:07:17,302693.07/250117-080455,44.4,65.2
2025-01-17,08:08:04,302693.07/250117-080503,44.6,65.3
2025-01-17,08:10:05,302693.07/250117-080510,45.2,66.1
2025-01-17,08:11:51,302693.07/250117-080555,48.2,76.9
2025-01-17,08:24:37,302693.07/250117-082412,45.6,71.4
2025-01-17,08:25:18,302693.07/250117-082455,0.2,0.0
2025-01-17,08:58:44,302693.07/250117-085822,0.1,0.0
2025-01-17,09:02:55,302693.07/250117-090239,0.3,0.0
2025-01-17,09:06:15,302693.07/250117-090545,0.1,0.0
2025-01-17,09:25:08,302693.07/250117-092354,45.0,71.0
2025-01-17,09:34:50,302693.07/250117-093427,0.2,0.0
2025-01-17,09:44:15,302693.07/250117-094359,45.2,71.1
2025-01-17,09:55:58,302693.07/250117-095534,0.2,0.0
2025-01-17,09:56:08,302693.07/250117-095546,45.0,71.0
2025-01-17,09:56:18,302693.07/250117-095557,0.2,0.0
2025-01-17,10:24:54,302693.07/250117-102400,0.1,0.0
2025-01-17,11:03:10,302693.07/250117-110247,44.1,69.6
2025-01-17,11:07:55,302693.07/250117-110648,0.1,0.0
2025-01-17,11:09:36,302693.07/250117-110807,0.2,0.0
2025-01-17,11:10:00,302693.07/250117-110938,0.1,0.0
2025-01-17,11:11:50,302693.07/250117-110938,0.0,0.0
2025-01-17,11:22:15,302693.07/250117-112152,0.1,0.0
2025-01-17,11:23:52,302693.07/250117-112325,0.2,0.1
2025-01-17,11:27:02,302693.07/250117-112647,0.1,0.0
2025-01-17,11:42:43,302693.07/250117-114228,0.2,0.0
2025-01-17,11:47:07,302693.07/250117-114648,0.2,0.0
2025-01-17,12:00:25,302693.07/250117-120000,0.2,0.0
2025-01-17,12:08:32,302693.07/250117-120808,0.1,0.0
2025-01-17,12:11:23,302693.07/250117-121049,0.2,0.0
2025-01-17,12:18:32,302693.07/250117-121808,0.0,0.0
2025-01-17,12:24:59,302693.07/250117-122436,0.3,0.0
2025-01-17,14:15:43,302693.07/250117-141519,0.0,0.0
2025-01-17,14:24:02,302693.07/250117-142346,0.1,0.0
2025-01-17,14:28:10,302693.07/250117-142739,0.2,0.0
2025-01-17,14:46:51,302693.07/250117-144634,0.0,0.0
2025-01-17,16:21:06,302693.07/250117-162031,0.1,0.0
2025-01-17,16:24:19,302693.07/250117-162352,0.3,0.0
2025-01-17,17:41:18,302693.07/250117-174101,45.3,71.3
2025-01-17,17:41:49,302693.07/250117-174132,44.9,71.0
2025-01-17,17:51:14,302693.07/250117-175100,42.6,67.8
2025-01-17,17:59:58,302693.07/250117-175934,42.7,67.9
2025-01-17,18:35:07,302693.07/250117-183452,45.5,71.3
2025-01-17,19:05:33,302693.07/250117-190517,0.2,0.0
2025-01-17,19:31:36,302693.07/250117-193122,0.1,0.0
2025-01-17,20:13:44,302693.07/250117-201317,0.2,0.0
2025-01-17,20:48:34,302693.07/250117-204818,0.0,0.0
2025-01-17,20:50:02,302693.07/250117-204933,0.1,0.0
2025-01-17,20:58:26,302693.07/250117-205810,0.0,0.0
2025-01-17,21:10:45,302693.07/250117-211020,0.1,0.0
2025-01-17,21:14:24,302693.07/250117-211407,0.2,0.0
2025-01-17,21:17:29,302693.07/250117-211709,0.2,0.0
2025-01-17,21:43:10,302693.07/250117-214255,0.0,0.0
2025-01-21,07:10:44,302693.07/250121-070838,51.0,70.8
2025-01-21,07:11:40,302693.07/250121-070838,45.3,66.5
2025-01-21,07:12:24,302693.07/250121-070838,44.9,65.4
2025-01-21,07:13:50,302693.07/250121-070845,57.5,84.8
2025-01-21,07:14:21,302693.07/250121-070911,48.6,67.6
2025-01-21,07:15:13,302693.07/250121-070915,55.0,77.5
2025-01-21,07:15:18,302693.07/250121-070919,47.7,69.9
2025-01-21,07:15:59,302693.07/250121-071154,56.1,81.5
2025-01-21,07:25:13,302693.07/250121-072422,47.2,71.4
2025-01-21,09:03:42,302693.07/250121-090304,55.3,80.6
2025-01-21,09:28:20,302693.07/250121-092748,0.1,0.0
2025-01-21,09:28:25,302693.07/250121-092752,55.5,81.4
2025-01-21,09:28:30,302693.07/250121-092758,56.5,82.1
2025-01-21,09:29:27,302693.07/250121-092842,55.5,81.4
2025-01-21,09:30:27,302693.07/250121-092859,55.8,81.5
2025-01-21,09:30:53,302693.07/250121-092918,55.7,81.4
2025-01-21,09:30:58,302693.07/250121-092932,55.8,81.6
2025-01-21,10:37:30,302693.07/250121-103657,0.1,0.0
2025-01-21,11:43:31,302693.07/250121-114301,0.1,0.0
2025-01-21,12:25:12,302693.07/250121-122439,0.1,0.0
2025-01-21,15:17:08,302693.07/250121-151645,0.1,0.0
2025-01-21,16:00:32,302693.07/250121-160010,47.0,71.4
2025-01-21,16:03:04,302693.07/250121-160237,46.6,71.3
2025-01-21,16:29:26,302693.07/250121-162900,46.9,71.2
2025-01-21,16:39:40,302693.07/250121-163902,46.5,70.9
2025-01-21,17:00:56,302693.07/250121-165703,46.6,71.4
2025-01-21,17:09:43,302693.07/250121-170918,46.5,71.1
2025-01-21,17:09:59,302693.07/250121-170933,46.7,71.4
2025-01-21,17:12:25,302693.07/250121-171203,46.6,71.3
2025-01-21,17:16:02,302693.07/250121-171536,46.8,71.2
2025-01-21,17:36:28,302693.07/250121-173604,46.8,71.2
2025-01-21,17:39:45,302693.07/250121-173926,47.0,71.2
2025-01-21,17:45:15,302693.07/250121-174449,46.5,71.3
2025-01-21,18:01:25,302693.07/250121-180029,44.1,68.4
2025-01-21,18:04:00,302693.07/250121-180327,46.6,71.0
2025-01-21,18:06:21,302693.07/250121-180547,55.6,81.0
2025-01-21,18:06:27,302693.07/250121-180553,56.0,81.5
2025-01-21,18:06:32,302693.07/250121-180557,56.3,81.8
2025-01-21,18:09:18,302693.07/250121-180846,56.1,81.7
2025-01-21,18:09:23,302693.07/250121-180852,55.9,81.2
2025-01-21,18:17:29,302693.07/250121-181623,55.5,80.8
2025-01-21,18:31:51,302693.07/250121-183129,55.2,80.5
2025-01-21,19:09:23,302693.07/250121-190825,55.7,81.0
2025-01-21,20:14:21,302693.07/250121-201356,54.9,80.3
2025-01-21,20:21:48,302693.07/250121-202118,55.0,80.4
2025-01-21,20:22:38,302693.07/250121-202209,56.6,82.3
2025-01-21,20:23:15,302693.07/250121-202249,56.2,81.9
2025-01-21,20:24:28,302693.07/250121-202402,55.6,81.2
2025-01-21,20:26:53,302693.07/250121-202623,54.7,80.1
2025-01-21,20:27:44,302693.07/250121-202715,55.4,80.7
2025-01-21,20:34:07,302693.07/250121-203328,55.4,80.8
2025-01-21,20:39:55,302693.07/250121-203907,0.1,0.0
2025-01-21,20:51:59,302693.07/250121-205137,56.0,81.4
2025-01-21,20:55:45,302693.07/250121-205525,47.5,71.4
2025-01-21,21:18:54,302693.07/250121-211824,54.9,80.3
2025-01-21,21:26:51,302693.07/250121-212623,54.5,79.7
2025-01-21,22:05:47,302693.07/250121-220328,55.2,80.3
2025-01-21,22:14:43,302693.07/250121-221415,56.1,81.6
2025-01-21,22:14:53,302693.07/250121-221426,55.5,80.7
2025-01-21,22:15:03,302693.07/250121-221436,54.2,79.3
2025-01-21,22:15:47,302693.07/250121-221520,55.1,80.5
2025-01-21,22:16:16,302693.07/250121-221547,55.2,80.5
2025-01-21,22:16:26,302693.07/250121-221557,55.5,80.8
2025-01-21,22:16:31,302693.07/250121-221601,56.2,81.7
2025-01-21,22:17:20,302693.07/250121-221655,47.4,71.3
2025-01-21,22:17:35,302693.07/250121-221704,55.5,80.8
2025-01-21,22:17:40,302693.07/250121-221709,55.4,80.7
2025-01-21,22:17:54,302693.07/250121-221723,55.7,81.2
2025-01-21,22:19:54,302693.07/250121-221913,56.5,81.9
2025-01-21,22:20:04,302693.07/250121-221924,55.5,80.7
2025-01-21,22:20:38,302693.07/250121-222004,55.8,81.3
2025-01-21,22:21:41,302693.07/250121-222039,55.9,81.4
2025-01-21,22:22:06,302693.07/250121-222102,56.3,81.7
2025-01-21,22:22:11,302693.07/250121-222110,56.1,81.5
2025-01-21,22:22:54,302693.07/250121-222203,54.9,80.2
2025-01-21,22:23:06,302693.07/250121-222214,55.9,81.3
2025-01-21,22:24:08,302693.07/250121-222242,54.8,80.2
2025-01-21,22:25:52,302693.07/250121-222310,55.8,81.4
2025-01-21,22:27:11,302693.07/250121-222640,54.7,80.1
2025-01-21,22:27:16,302693.07/250121-222648,54.8,80.2
2025-01-21,22:27:37,302693.07/250121-222706,47.5,71.4
2025-01-21,22:28:21,302693.07/250121-222721,55.9,81.5
2025-01-21,22:28:42,302693.07/250121-222742,54.8,80.2
2025-01-21,22:29:19,302693.07/250121-222804,55.1,80.4
2025-01-21,22:29:30,302693.07/250121-222830,55.3,80.7
2025-01-21,22:30:19,302693.07/250121-222929,55.8,81.1
2025-01-21,22:30:27,302693.07/250121-222941,55.5,80.5
2025-01-21,22:31:47,302693.07/250121-223043,54.5,79.7
2025-01-21,22:31:53,302693.07/250121-223052,54.8,80.1
2025-01-21,22:32:44,302693.07/250121-223220,56.0,81.4
2025-01-21,22:32:54,302693.07/250121-223226,55.5,80.8
2025-01-21,22:33:17,302693.07/250121-223242,55.4,80.9
2025-01-21,22:33:22,302693.07/250121-223248,55.7,81.0
2025-01-21,22:33:52,302693.07/250121-223320,56.1,81.6
2025-01-21,22:34:07,302693.07/250121-223336,55.2,80.5
2025-01-21,22:34:12,302693.07/250121-223340,56.0,81.1
2025-01-21,22:34:17,302693.07/250121-223348,55.2,80.5
2025-01-21,22:34:23,302693.07/250121-223356,54.7,80.2
2025-01-21,22:34:38,302693.07/250121-223411,55.9,81.5
2025-01-21,22:35:20,302693.07/250121-223446,55.2,80.4
2025-01-21,22:35:26,302693.07/250121-223451,54.2,79.4
2025-01-21,22:35:48,302693.07/250121-223511,55.2,80.4
2025-01-21,22:36:03,302693.07/250121-223527,55.5,80.8
2025-01-21,22:36:12,302693.07/250121-223538,56.3,81.8
2025-01-21,22:36:27,302693.07/250121-223555,47.4,71.2
2025-01-21,22:36:41,302693.07/250121-223615,55.0,79.7
2025-01-21,22:37:06,302693.07/250121-223636,55.7,81.0
2025-01-21,22:37:11,302693.07/250121-223640,55.8,81.1
2025-01-21,22:37:21,302693.07/250121-223651,56.3,81.7
2025-01-21,22:37:35,302693.07/250121-223707,55.3,80.7
2025-01-21,22:37:45,302693.07/250121-223718,55.2,80.1
2025-01-21,22:37:56,302693.07/250121-223729,55.3,80.9
2025-01-21,22:38:25,302693.07/250121-223755,56.5,81.8
2025-01-21,22:38:44,302693.07/250121-223814,54.3,79.3
2025-01-21,22:39:09,302693.07/250121-223828,54.6,79.9
2025-01-21,22:39:14,302693.07/250121-223833,55.8,81.4
2025-01-21,22:39:24,302693.07/250121-223844,54.8,80.0
2025-01-21,22:39:54,302693.07/250121-223935,56.0,82.1
2025-01-21,22:40:03,302693.07/250121-223942,54.3,80.2
2025-01-21,22:40:13,302693.07/250121-223952,55.9,81.8
2025-01-21,22:40:18,302693.07/250121-223956,56.2,82.2
2025-01-21,22:40:49,302693.07/250121-224024,56.4,82.4
2025-01-21,22:41:08,302693.07/250121-224046,54.7,80.9
2025-01-21,22:41:17,302693.07/250121-224052,54.9,80.9
2025-01-21,22:41:27,302693.07/250121-224101,56.4,82.7
2025-01-21,22:41:49,302693.07/250121-224119,54.5,80.5
2025-01-21,22:41:55,302693.07/250121-224124,56.0,82.2
2025-01-21,22:42:00,302693.07/250121-224129,54.8,80.8
2025-01-21,22:42:15,302693.07/250121-224143,48.0,71.4
2025-01-21,22:42:19,302693.07/250121-224149,48.2,71.4
2025-01-21,22:42:24,302693.07/250121-224154,55.7,80.4
2025-01-21,22:42:51,302693.07/250121-224157,55.2,78.6
2025-01-21,22:42:56,302693.07/250121-224202,48.0,70.2
2025-01-21,22:43:02,302693.07/250121-224207,47.9,69.8
2025-01-21,22:43:12,302693.07/250121-224243,55.6,78.8
2025-01-21,22:43:17,302693.07/250121-224245,56.1,79.3
2025-01-21,22:43:27,302693.07/250121-224249,48.3,68.1
2025-01-21,22:43:37,302693.07/250121-224305,48.2,69.3
2025-01-21,22:43:43,302693.07/250121-224319,47.5,68.5
2025-01-21,23:42:09,302693.07/250121-234131,48.0,71.1
2025-01-21,23:42:14,302693.07/250121-234134,48.4,71.1
2025-01-21,23:43:34,302693.07/250121-234141,48.2,69.5
2025-01-21,23:43:41,302693.07/250121-234144,48.2,69.2
2025-01-21,23:43:48,302693.07/250121-234147,55.8,77.8
2025-01-21,23:43:58,302693.07/250121-234225,48.2,69.6
2025-01-21,23:44:03,302693.07/250121-234228,54.8,79.3
2025-01-21,23:44:17,302693.07/250121-234231,47.6,70.5
2025-01-21,23:44:22,302693.07/250121-234235,48.1,70.8
2025-01-21,23:44:50,302693.07/250121-234313,56.1,80.4
2025-01-21,23:46:06,302693.07/250121-234323,47.9,71.0
2025-01-21,23:46:27,302693.07/250121-234328,46.9,70.5
2025-01-21,23:46:51,302693.07/250121-234405,55.1,79.6
2025-01-21,23:47:02,302693.07/250121-234433,54.1,78.2
2025-01-21,23:47:23,302693.07/250121-234450,48.3,71.1
2025-01-21,23:47:31,302693.07/250121-234716,48.4,71.4
2025-01-21,23:47:44,302693.07/250121-234724,56.5,80.6
2025-01-21,23:47:54,302693.07/250121-234732,55.5,79.6
2025-01-21,23:48:04,302693.07/250121-234749,48.3,71.2
2025-01-21,23:48:09,302693.07/250121-234752,48.4,71.1
2025-01-21,23:48:35,302693.07/250121-234810,55.4,79.5
2025-01-21,23:48:40,302693.07/250121-234815,55.5,79.7
2025-01-21,23:48:45,302693.07/250121-234817,56.3,80.3
2025-01-21,23:48:59,302693.07/250121-234830,56.7,80.8
2025-01-21,23:49:04,302693.07/250121-234832,48.2,71.2
2025-01-21,23:50:03,302693.07/250121-234842,47.7,70.6
2025-01-21,23:50:28,302693.07/250121-234857,56.0,80.1
2025-01-21,23:50:37,302693.07/250121-234907,48.0,70.9
2025-01-21,23:50:42,302693.07/250121-234913,54.8,78.7
2025-01-21,23:50:52,302693.07/250121-234937,48.5,71.4
2025-01-21,23:51:20,302693.07/250121-235025,56.3,80.2
2025-01-21,23:51:26,302693.07/250121-235045,56.3,80.4
2025-01-21,23:52:35,302693.07/250121-235051,48.4,71.4
2025-01-21,23:53:07,302693.07/250121-235051,47.3,71.0
2025-01-21,23:53:48,302693.07/250121-235051,47.1,70.8
2025-01-21,23:54:09,302693.07/250121-235051,46.9,70.7
2025-01-21,23:54:59,302693.07/250121-235051,47.0,70.8
2025-01-21,23:56:08,302693.07/250121-235102,55.4,81.0
2025-01-22,00:18:12,302693.07/250121-000115,55.0,80.8
2025-01-22,00:19:05,302693.07/250121-001748,56.4,82.2
2025-01-22,00:19:17,302693.07/250121-001819,55.3,81.0
2025-01-22,00:20:04,302693.07/250121-001830,56.0,80.6
2025-01-22,00:20:13,302693.07/250121-001833,67.4,80.9
2025-01-22,00:20:34,302693.07/250121-001837,50.0,67.6
2025-01-22,00:20:56,302693.07/250121-001840,49.6,70.2
2025-01-22,00:21:10,302693.07/250121-001844,49.8,71.4
2025-01-22,00:21:18,302693.07/250121-001848,57.8,80.0
2025-01-22,00:21:38,302693.07/250121-001916,48.8,70.4
2025-01-22,00:29:07,302693.07/250121-002830,49.0,70.9
2025-01-22,00:29:41,302693.07/250121-002910,49.0,71.1
2025-01-22,00:29:47,302693.07/250121-002915,57.2,80.2
2025-01-22,00:31:16,302693.07/250121-003040,49.5,71.2
2025-01-22,00:31:26,302693.07/250121-003046,57.9,81.0
2025-01-22,00:31:50,302693.07/250121-003116,56.7,79.9
2025-01-22,00:32:44,302693.07/250121-003201,56.2,79.3
2025-01-22,00:32:53,302693.07/250121-003207,56.8,79.9
2025-01-22,00:34:56,302693.07/250121-003343,49.2,71.4
2025-01-22,00:35:01,302693.07/250121-003348,55.6,78.5
2025-01-22,00:35:26,302693.07/250121-003457,57.3,80.4
2025-01-22,00:36:01,302693.07/250121-003517,57.1,79.8
2025-01-22,00:39:34,302693.07/250121-003558,48.6,70.5
2025-01-22,00:40:10,302693.07/250121-003940,57.1,80.4
2025-01-22,00:41:05,302693.07/250121-003954,49.2,70.2
2025-01-22,00:41:15,302693.07/250121-004004,57.6,78.9
2025-01-22,00:41:19,302693.07/250121-004009,48.1,69.2
2025-01-22,00:41:24,302693.07/250121-004014,49.0,70.2
2025-01-22,00:43:28,302693.07/250121-004252,57.0,82.3
2025-01-22,00:45:04,302693.07/250121-004427,50.4,76.7
2025-01-22,00:45:37,302693.07/250121-004443,56.4,81.6
2025-01-22,00:46:52,302693.07/250121-004624,57.0,82.1
2025-01-22,00:47:12,302693.07/250121-004643,57.1,82.7
2025-01-22,00:48:20,302693.07/250121-004755,57.1,82.5
2025-01-22,00:48:51,302693.07/250121-004823,50.6,76.8
2025-01-22,00:50:01,302693.07/250121-004931,56.1,81.6
2025-01-22,00:50:15,302693.07/250121-004936,50.5,76.7
2025-01-22,00:53:01,302693.07/250121-005232,57.2,82.2
2025-01-22,00:58:11,302693.07/250121-005733,56.2,81.7
2025-01-22,00:58:41,302693.07/250121-005820,57.9,83.2
2025-01-22,00:58:53,302693.07/250121-005832,56.6,82.1
2025-01-22,00:58:58,302693.07/250121-005835,56.1,81.3
2025-01-22,01:02:52,302693.07/250121-010223,57.1,82.5
2025-01-22,01:05:22,302693.07/250121-010412,56.6,81.9
2025-01-22,01:06:32,302693.07/250121-010418,56.4,81.9
2025-01-22,01:07:17,302693.07/250121-010459,56.1,81.7
2025-01-22,01:22:04,302693.07/250121-012132,56.9,82.2
2025-01-22,01:23:23,302693.07/250121-012248,56.0,81.8
2025-01-22,01:23:47,302693.07/250121-012248,55.5,81.2
2025-01-22,01:24:28,302693.07/250121-012248,55.4,81.1
2025-01-22,01:28:42,302693.07/250121-012745,51.6,76.7
2025-01-22,01:30:45,302693.07/250121-013008,51.3,76.6
2025-01-22,01:30:51,302693.07/250121-013017,51.5,76.6
2025-01-22,01:36:31,302693.07/250121-013557,51.7,76.6
2025-01-22,02:07:01,302693.07/250121-020206,0.1,0.0
2025-01-22,02:32:25,302693.07/250121-023050,57.0,81.7
2025-01-22,02:33:29,302693.07/250121-023237,53.0,76.7
2025-01-22,04:05:05,302693.07/250121-040434,47.8,71.4
2025-01-22,04:06:44,302693.07/250121-040457,47.5,71.3
2025-01-22,04:11:59,302693.07/250121-041012,0.0,0.0
2025-01-22,04:14:21,302693.07/250121-041230,47.5,71.4
2025-01-22,04:15:12,302693.07/250121-041435,47.4,71.4
2025-01-22,04:19:00,302693.07/250121-041831,47.2,71.4
2025-01-22,04:22:40,302693.07/250121-042208,46.8,71.0
2025-01-22,04:36:16,302693.07/250121-043545,47.2,71.4
2025-01-22,04:39:28,302693.07/250121-043837,44.6,0.0
2025-01-22,04:43:57,302693.07/250121-044315,0.0,0.0
